balance,avg_spend,history_len,dummy1,dummy2,target_spend
24114,654,26,0,0,1299.28
41153,637,32,0,0,1915.06
37051,752,8,0,0,1495.02
14554,625,32,0,0,1112.08
5732,742,28,0,0,1153.6399999999999
32982,679,43,0,0,1545.6399999999999
18256,508,49,0,0,1344.12
24729,661,40,0,0,1181.58
29811,679,21,0,0,1224.22
23171,553,16,0,0,1068.42
49271,465,5,0,0,1718.42
47321,604,45,0,0,1609.42
16809,392,41,0,0,1150.18
21904,402,35,0,0,1055.08
7076,562,26,0,0,1040.52
29020,449,45,0,0,1074.4
18889,537,19,0,0,1145.78
42267,562,50,0,0,1424.3400000000001
21381,349,20,0,0,1201.62
17641,654,12,0,0,1333.82
13775,654,16,0,0,1344.5
47349,369,15,0,0,1454.98
15626,795,40,0,0,1285.52
25754,302,13,0,0,1247.08
38876,301,25,0,0,1325.52
36245,532,7,0,0,1240.9
24406,360,20,0,0,900.12
48133,608,45,0,0,1723.6599999999999
49028,588,46,0,0,1605.56
47469,663,42,0,0,2045.38
15357,717,23,0,0,1215.1399999999999
13331,712,33,0,0,1012.62
16392,776,26,0,0,1065.8400000000001
29896,716,39,0,0,1258.92
22325,324,47,0,0,1151.5
30999,436,48,0,0,1228.98
14823,633,33,0,0,1048.46
8323,374,40,0,0,623.46
43493,738,31,0,0,1934.8600000000001
44973,637,19,0,0,1936.46
5515,514,13,0,0,979.3
34351,311,13,0,0,1128.02
32334,308,37,0,0,1046.68
25579,308,7,0,0,1244.58
19013,567,43,0,0,1447.26
16185,742,10,0,0,990.7
5590,410,7,0,0,883.8
11458,705,37,0,0,968.16
18698,663,9,0,0,1297.96
46100,701,8,0,0,1731.0
33604,380,26,0,0,1191.08
12302,497,38,0,0,984.04
37354,590,11,0,0,1285.08
25589,628,18,0,0,1268.78
10095,636,13,0,0,888.9
44273,641,20,0,0,1516.46
41139,581,32,0,0,1344.78
38953,708,44,0,0,1624.06
42490,640,6,0,0,1740.8000000000002
25312,685,50,0,0,1286.24
43071,572,23,0,0,1396.42
27979,343,33,0,0,947.58
7989,447,25,0,0,976.78
28674,688,13,0,0,1684.48
40993,672,34,0,0,1684.8600000000001
33994,309,10,0,0,1187.88
32422,431,46,0,0,1037.44
37591,520,13,0,0,1764.8200000000002
41469,729,48,0,0,1559.38
32532,527,18,0,0,1588.6399999999999
37110,456,39,0,0,1491.2
22957,457,45,0,0,1081.1399999999999
29767,680,23,0,0,1332.3400000000001
10236,353,31,0,0,598.72
7951,330,15,0,0,933.02
27932,671,26,0,0,1213.6399999999999
17863,730,25,0,0,1185.26
38716,507,14,0,0,1242.3200000000002
30158,707,26,0,0,1698.1599999999999
47645,461,38,0,0,1567.9
34351,462,26,0,0,1543.02
35208,560,39,0,0,1340.1599999999999
29777,496,38,0,0,1199.54
21334,380,47,0,0,941.6800000000001
24685,348,29,0,0,1080.7
7773,407,42,0,0,1029.46
27258,641,5,0,0,1551.1599999999999
17969,774,6,0,0,1137.38
35852,674,5,0,0,1778.04
49067,627,26,0,0,1592.3400000000001
46234,793,23,0,0,2113.6800000000003
22122,406,32,0,0,807.44
20323,792,50,0,0,1436.46
26226,354,12,0,0,1069.52
9880,600,33,0,0,1043.6
44594,487,9,0,0,1360.88
24924,571,48,0,0,1560.48
27981,354,10,0,0,1282.62
10134,575,41,0,0,713.6800000000001
44055,702,39,0,0,1742.1
21022,407,8,0,0,1021.44
8202,542,40,0,0,1023.04
33679,491,32,0,0,1261.58
8196,726,50,0,0,877.9200000000001
36624,593,6,0,0,1562.48
13965,471,35,0,0,800.3
11064,358,34,0,0,723.28
10249,396,34,0,0,1051.98
18272,565,50,0,0,852.44
18598,672,46,0,0,1416.96
6040,409,26,0,0,613.8
10233,634,20,0,0,1063.6599999999999
39954,470,12,0,0,1602.08
27199,425,29,0,0,1246.98
25110,550,6,0,0,1520.2
5251,752,30,0,0,1284.02
12558,552,41,0,0,723.16
6461,748,38,0,0,1100.22
5633,782,7,0,0,1291.6599999999999
24751,700,24,0,0,1302.02
20813,491,48,0,0,1338.26
19146,722,32,0,0,1604.92
47685,665,32,0,0,2011.7
12336,712,14,0,0,1257.72
48954,736,10,0,0,1629.08
9721,774,39,0,0,972.4200000000001
12680,482,20,0,0,1157.6
23481,524,6,0,0,1133.62
24330,429,21,0,0,1203.6
21863,493,9,0,0,1003.26
23603,604,33,0,0,1283.06
42281,758,7,0,0,2064.62
41585,414,48,0,0,1170.7
26138,452,22,0,0,1422.76
26260,627,23,0,0,1395.2
49200,735,14,0,0,1861.0
21810,413,26,0,0,971.2
19309,755,23,0,0,1305.18
19716,420,32,0,0,1291.32
42490,398,18,0,0,1265.8000000000002
7387,346,22,0,0,814.74
12011,402,44,0,0,953.22
16258,470,11,0,0,1229.16
20524,396,49,0,0,1175.48
19769,434,24,0,0,854.38
8978,764,29,0,0,1002.56
32929,659,32,0,0,1265.58
36267,563,24,0,0,1385.3400000000001
12528,546,13,0,0,1163.56
24838,560,12,0,0,979.76
8678,501,16,0,0,893.56
21697,751,24,0,0,1347.94
34436,720,41,0,0,1834.72
39130,442,10,0,0,1229.6
5233,422,12,0,0,523.66
26628,719,15,0,0,1354.56
18396,588,26,0,0,1032.92
33347,310,47,0,0,1196.94
46016,418,25,0,0,1311.3200000000002
7164,626,21,0,0,811.28
35845,313,35,0,0,1122.9
16107,674,36,0,0,1277.1399999999999
19516,415,39,0,0,1050.32
23167,759,29,0,0,1529.3400000000001
38098,643,39,0,0,1419.96
25504,780,35,0,0,1705.08
49941,606,37,0,0,1921.8200000000002
11207,503,8,0,0,687.14
44740,563,25,0,0,1380.8000000000002
28768,438,13,0,0,1125.3600000000001
33114,468,29,0,0,1299.28
10173,482,5,0,0,704.46
12667,800,50,0,0,1406.34
17800,743,45,0,0,1383.0
9735,678,14,0,0,1202.7
41881,711,27,0,0,1937.62
42589,747,6,0,0,1742.78
7850,558,18,0,0,1148.0
33869,483,30,0,0,1591.38
35641,694,12,0,0,1873.8200000000002
22952,573,23,0,0,997.04
27655,491,28,0,0,1258.1
29703,378,10,0,0,1025.06
40740,648,23,0,0,1845.8000000000002
41682,334,14,0,0,1159.6399999999999
7759,424,38,0,0,662.1800000000001
27364,408,29,0,0,943.28
5271,541,18,0,0,817.42
49442,370,24,0,0,1605.8400000000001
10553,625,28,0,0,792.06
33596,716,28,0,0,1490.92
18822,336,31,0,0,987.44
7293,646,27,0,0,826.86
30957,614,46,0,0,1368.1399999999999
18971,430,38,0,0,830.4200000000001
22865,591,14,0,0,1055.3
36994,797,20,0,0,1869.88
41432,711,40,0,0,1495.6399999999999
39307,449,11,0,0,1645.1399999999999
33621,776,17,0,0,1928.42
10517,536,39,0,0,830.34
20296,769,31,0,0,1204.92
11399,585,24,0,0,775.98
12895,320,35,0,0,945.9
46780,582,9,0,0,1437.6
39904,588,10,0,0,1779.08
20195,782,23,0,0,1629.9
48365,775,41,0,0,1819.3000000000002
36078,395,33,0,0,1039.56
23624,639,13,0,0,1362.48
42988,492,28,0,0,1252.76
10849,720,24,0,0,1400.98
29215,577,26,0,0,1254.3000000000002
25804,768,9,0,0,1467.08
38247,800,32,0,0,2045.94
23884,459,35,0,0,891.6800000000001
16313,542,37,0,0,962.26
26385,430,41,0,0,1280.7
18108,543,43,0,0,1088.16
45665,348,15,0,0,1286.3000000000002
38872,799,10,0,0,2062.44
15515,350,34,0,0,985.3
6386,511,14,0,0,952.72
43373,718,21,0,0,1492.46
22880,690,12,0,0,1426.6
47404,335,9,0,0,1646.08
27731,762,33,0,0,1715.62
42612,798,16,0,0,1951.24
44607,687,31,0,0,1698.1399999999999
41275,301,32,0,0,1495.5
16610,697,31,0,0,1469.2
41429,397,35,0,0,1393.58
40724,498,35,0,0,1604.48
9343,469,21,0,0,961.86
41548,711,22,0,0,2019.96
14503,787,26,0,0,1268.06
17694,317,38,0,0,638.88
45649,504,13,0,0,1584.98
7028,632,38,0,0,729.56
37629,555,10,0,0,1425.58
6499,778,5,0,0,1096.98
24519,434,15,0,0,943.38
39925,621,40,0,0,1714.5
15254,729,35,0,0,1262.08
10476,601,32,0,0,744.52
14164,589,12,0,0,1160.28
30095,437,11,0,0,1524.9
17475,776,41,0,0,1087.5
38757,773,11,0,0,1921.1399999999999
22758,318,42,0,0,1208.16
27115,450,19,0,0,901.3
43819,377,46,0,0,1525.38
22147,472,35,0,0,938.94
7475,777,50,0,0,1290.5
32369,519,30,0,0,1630.38
39438,531,39,0,0,1269.76
23733,481,7,0,0,904.6600000000001
45224,521,31,0,0,1613.48
15089,365,15,0,0,1074.78
30477,426,42,0,0,1173.54
42233,551,19,0,0,1557.6599999999999
43433,752,32,0,0,1609.6599999999999
21593,722,37,0,0,1121.8600000000001
38299,396,18,0,0,1487.98
21208,413,26,0,0,993.1600000000001
29573,462,7,0,0,1006.46
44675,333,45,0,0,1221.5
42143,542,50,0,0,1310.8600000000001
6403,579,47,0,0,738.06
24049,505,45,0,0,937.98
27195,792,13,0,0,1631.9
19011,310,21,0,0,730.22
14611,757,31,0,0,1116.22
41531,331,31,0,0,1369.62
27482,355,28,0,0,900.64
41450,685,12,0,0,1868.0
15624,576,40,0,0,864.48
14925,472,6,0,0,853.5
8841,704,34,0,0,1088.82
5401,787,40,0,0,1129.02
28233,529,42,0,0,1147.6599999999999
24776,686,28,0,0,1221.52
49753,601,22,0,0,2013.06
45633,552,36,0,0,1526.6599999999999
11853,564,36,0,0,883.06
47816,759,48,0,0,1947.3200000000002
43877,623,22,0,0,1622.54
9159,538,42,0,0,804.1800000000001
35494,773,31,0,0,1936.88
41561,660,14,0,0,1489.22
47412,588,43,0,0,1686.24
41907,641,5,0,0,1595.1399999999999
25224,518,35,0,0,1369.48
27281,513,10,0,0,1370.62
40409,555,42,0,0,1305.18
17079,452,13,0,0,929.5799999999999
26026,704,29,0,0,1694.52
35728,361,15,0,0,1128.56
5143,402,46,0,0,785.86
47214,602,24,0,0,1558.28
36061,322,43,0,0,1336.22
7650,439,44,0,0,785.0
22269,515,31,0,0,869.38
20411,788,43,0,0,1235.22
49362,428,19,0,0,1619.24
21286,476,36,0,0,911.72
7310,728,34,0,0,1357.2
22438,513,34,0,0,1160.76
38066,528,40,0,0,1777.3200000000002
11750,679,34,0,0,1305.0
17098,379,33,0,0,962.96
34766,720,6,0,0,1631.3200000000002
20685,501,19,0,0,1055.7
24582,376,13,0,0,1358.6399999999999
11509,453,16,0,0,726.1800000000001
35808,403,23,0,0,1423.1599999999999
27848,584,20,0,0,1331.96
25413,458,40,0,0,1209.26
47574,693,37,0,0,1901.48
13834,335,50,0,0,848.6800000000001
7255,680,32,0,0,1278.1
48350,442,23,0,0,1634.0
12046,743,43,0,0,1300.92
43656,756,21,0,0,2072.12
34602,686,20,0,0,1436.04
32519,621,31,0,0,1191.38
40017,647,43,0,0,1405.3400000000001
36884,652,13,0,0,1779.68
28918,730,35,0,0,1253.3600000000001
24971,777,41,0,0,1425.42
46904,720,46,0,0,1844.08
43982,755,45,0,0,2102.64
20352,451,23,0,0,775.04
32037,306,29,0,0,847.74
9601,545,41,0,0,884.02
32017,729,14,0,0,1843.3400000000001
29460,548,34,0,0,1627.2
28661,691,33,0,0,1577.22
10115,715,27,0,0,1269.3
49644,720,35,0,0,1868.88
19003,724,12,0,0,1591.06
45571,369,33,0,0,1540.42
40803,406,22,0,0,1425.06
43762,650,8,0,0,1755.24
25534,769,19,0,0,1272.68
19367,628,22,0,0,1238.3400000000001
16675,690,23,0,0,1049.5
6661,740,27,0,0,1231.22
37552,746,47,0,0,1417.04
9823,420,6,0,0,621.46
37309,715,34,0,0,1594.18
38771,308,35,0,0,1527.42
21010,660,47,0,0,1470.2
23744,346,8,0,0,760.88
28744,696,42,0,0,1380.88
43547,665,18,0,0,1805.94
32953,460,6,0,0,1456.06
26405,531,44,0,0,1290.1
33445,712,22,0,0,1462.9
33353,353,43,0,0,948.0600000000001
13266,510,38,0,0,972.3199999999999
33513,549,26,0,0,1507.26
32408,602,30,0,0,1379.1599999999999
11577,653,47,0,0,909.54
31256,410,6,0,0,1008.1199999999999
42775,750,47,0,0,2044.5
34755,615,43,0,0,1500.1
42019,541,7,0,0,1531.38
8419,436,17,0,0,981.38
42934,386,46,0,0,1188.68
41937,707,9,0,0,1696.74
11530,476,47,0,0,1174.6
44652,446,9,0,0,1416.04
33397,468,8,0,0,1108.94
41672,466,45,0,0,1277.44
11172,527,11,0,0,908.44
25562,449,13,0,0,1091.24
43893,764,27,0,0,1697.8600000000001
28327,676,22,0,0,1589.54
46466,626,19,0,0,1643.3200000000002
38054,721,7,0,0,1965.08
17289,586,10,0,0,1388.78
40682,715,49,0,0,1791.6399999999999
46493,435,5,0,0,1535.8600000000001
5810,503,49,0,0,896.2
15682,363,29,0,0,1136.6399999999999
36270,434,27,0,0,1547.4
43780,792,9,0,0,1671.6
22175,666,12,0,0,1285.5
26543,484,5,0,0,1280.8600000000001
49135,635,46,0,0,2069.7
42085,609,35,0,0,1427.7
19286,400,11,0,0,962.72
22955,756,7,0,0,1572.1
46408,526,20,0,0,1888.1599999999999
32829,398,19,0,0,1098.58
17791,404,10,0,0,1078.82
48240,587,24,0,0,1796.8000000000002
40042,678,13,0,0,1535.8400000000001
14424,593,32,0,0,908.48
29306,737,34,0,0,1450.12
8439,340,26,0,0,819.78
16937,611,35,0,0,1201.74
25316,689,23,0,0,1312.32
43051,324,29,0,0,1236.02
11141,420,36,0,0,1051.82
11873,584,29,0,0,911.46
20986,497,48,0,0,1053.72
7189,419,25,0,0,966.78
19644,773,16,0,0,1071.88
40487,343,5,0,0,1302.74
24159,442,33,0,0,1411.18
11210,524,37,0,0,789.2
9284,454,18,0,0,991.6800000000001
29158,679,31,0,0,1571.1599999999999
42676,696,20,0,0,1539.52
27285,434,19,0,0,1390.7
40003,645,27,0,0,1822.06
12221,746,33,0,0,1442.42
39535,674,24,0,0,1524.7
8335,729,5,0,0,795.7
39670,497,29,0,0,1461.4
44370,369,26,0,0,1203.4
21171,574,25,0,0,1015.4200000000001
6186,650,21,0,0,777.72
30422,315,28,0,0,1016.44
9943,787,22,0,0,1356.8600000000001
5741,649,8,0,0,981.82
27053,386,20,0,0,1066.06
23777,799,17,0,0,1309.54
33975,360,23,0,0,1353.5
12171,489,21,0,0,845.4200000000001
42717,755,18,0,0,1752.3400000000001
8069,719,34,0,0,938.38
29199,641,34,0,0,1434.98
45902,722,5,0,0,2011.04
29363,671,12,0,0,1552.26
48009,306,15,0,0,1557.18
5032,576,29,0,0,870.64
27658,790,49,0,0,1308.1599999999999
47843,465,49,0,0,1349.8600000000001
39350,408,27,0,0,1589.0
26138,623,49,0,0,1301.76
46809,521,24,0,0,1715.18
46217,387,49,0,0,1768.3400000000001
47809,505,15,0,0,1865.18
30881,775,40,0,0,1520.62
35933,749,28,0,0,1954.6599999999999
23366,612,9,0,0,1004.3199999999999
25197,644,37,0,0,1096.94
19086,391,40,0,0,995.72
45347,650,45,0,0,1854.94
23632,385,48,0,0,1005.64
17171,350,32,0,0,974.4200000000001
44196,515,43,0,0,1826.92
6719,785,43,0,0,840.38
7455,500,16,0,0,623.1
40398,452,33,0,0,1599.96
40532,367,8,0,0,1509.6399999999999
15047,705,15,0,0,1374.94
8687,569,40,0,0,761.74
43773,560,42,0,0,1495.46
19718,480,8,0,0,1143.3600000000001
32829,403,40,0,0,1381.58
5049,535,49,0,0,860.98
31821,693,15,0,0,1625.42
47483,360,21,0,0,1489.6599999999999
9007,579,10,0,0,668.14
27391,540,10,0,0,1293.8200000000002
46433,735,22,0,0,1563.6599999999999
6415,749,17,0,0,790.3
39380,757,28,0,0,1930.6
16137,650,31,0,0,1436.74
46003,526,50,0,0,1740.06
25024,556,48,0,0,1201.48
6000,490,31,0,0,716.0
47318,723,28,0,0,1739.3600000000001
16052,543,35,0,0,1230.04
20155,417,22,0,0,777.1
29563,644,12,0,0,1268.26
44424,604,15,0,0,1869.48
19469,444,19,0,0,904.38
46080,541,27,0,0,1637.6
11060,411,45,0,0,711.2
14896,637,36,0,0,1196.92
31474,657,27,0,0,1439.48
45088,383,48,0,0,1694.76
47927,657,50,0,0,1757.54
45216,336,17,0,0,1604.3200000000002
48430,782,32,0,0,2076.6
42027,329,29,0,0,1371.54
44151,643,47,0,0,1660.02
45114,619,5,0,0,1454.28
41558,573,16,0,0,1863.1599999999999
25189,385,23,0,0,860.78
32910,722,11,0,0,1310.2
40063,425,29,0,0,1329.26
40067,575,26,0,0,1581.3400000000001
27795,479,24,0,0,1285.9
11897,509,37,0,0,1132.94
11135,619,49,0,0,1331.7
46288,443,28,0,0,1456.76
21107,644,14,0,0,975.1399999999999
27224,738,19,0,0,1409.48
46574,800,34,0,0,2012.48
46504,402,26,0,0,1354.08
45813,733,44,0,0,1871.26
45968,301,20,0,0,1716.3600000000001
18807,486,16,0,0,925.14
16747,318,42,0,0,552.94
43651,379,40,0,0,1634.02
43564,469,36,0,0,1579.28
17602,413,14,0,0,1192.04
26729,776,25,0,0,1559.58
44879,467,47,0,0,1396.58
45772,774,47,0,0,2061.44
46695,621,38,0,0,1814.9
32703,550,46,0,0,1463.06
37580,504,23,0,0,1647.6
41087,702,30,0,0,1929.74
46959,570,49,0,0,1951.18
17440,575,36,0,0,1303.8
14959,671,10,0,0,1305.18
35256,446,11,0,0,1580.12
17170,305,45,0,0,933.4000000000001
43863,468,49,0,0,1829.26
33934,539,18,0,0,1552.68
29072,787,33,0,0,1447.44
47774,512,47,0,0,1903.48
39371,561,37,0,0,1678.42
7106,705,25,0,0,1095.12
18486,700,20,0,0,1524.72
35719,796,31,0,0,1526.38
15652,415,32,0,0,682.04
5699,327,38,0,0,565.98
17037,587,9,0,0,1128.74
37951,438,32,0,0,1654.02
6440,556,9,0,0,787.8
42691,500,6,0,0,1308.8200000000002
31644,349,20,0,0,983.88
22344,718,36,0,0,1170.88
11874,511,45,0,0,734.48
23462,706,29,0,0,1533.24
33423,361,7,0,0,1194.46
14635,705,23,0,0,1089.7
11188,633,14,0,0,1312.76
27125,307,34,0,0,1278.5
24477,507,10,0,0,1239.54
42448,645,26,0,0,1683.96
26983,603,18,0,0,1285.6599999999999
39875,612,39,0,0,1527.5
13098,408,48,0,0,1129.96
5849,465,13,0,0,611.98
8869,695,31,0,0,1314.38
27757,649,46,0,0,1523.1399999999999
23094,588,26,0,0,1099.88
30138,524,42,0,0,1028.76
36366,538,36,0,0,1270.3200000000002
15040,336,46,0,0,947.8
29512,541,33,0,0,1591.24
35515,570,47,0,0,1228.3000000000002
43185,504,11,0,0,1517.7
25661,383,23,0,0,1002.22
19668,379,47,0,0,915.36
11336,531,47,0,0,904.72
25848,658,37,0,0,1608.96
28034,574,16,0,0,1434.68
7647,711,15,0,0,993.94
43689,562,42,0,0,1480.78
15056,419,6,0,0,646.12
44244,598,9,0,0,1749.88
13832,603,21,0,0,949.64
49096,677,17,0,0,1589.92
13086,322,44,0,0,1001.72
43052,783,21,0,0,2026.04
48770,382,44,0,0,1567.4
16710,386,38,0,0,848.2
7724,472,20,0,0,954.48
17462,747,26,0,0,1376.24
18555,609,23,0,0,1360.1
9046,477,41,0,0,976.9200000000001
35669,631,45,0,0,1406.38
21897,767,5,0,0,1423.94
49012,588,11,0,0,1773.24
37978,609,14,0,0,1796.56
11293,596,7,0,0,1308.8600000000001
43650,694,19,0,0,2021.0
19662,669,17,0,0,1349.24
33413,341,46,0,0,925.26
23194,755,27,0,0,1416.88
22337,793,15,0,0,1621.74
14469,683,6,0,0,1064.38
13698,369,36,0,0,794.96
26763,324,15,0,0,986.26
17467,493,11,0,0,1183.3400000000001
28041,525,14,0,0,1538.8200000000002
39238,320,10,0,0,1088.76
45788,320,14,0,0,1614.76
29653,630,23,0,0,1177.06
24768,403,15,0,0,1065.3600000000001
24404,625,39,0,0,1379.08
17334,450,48,0,0,1068.68
20508,671,46,0,0,1382.16
10671,770,26,0,0,1065.42
19401,547,29,0,0,989.02
34788,612,48,0,0,1436.76
9678,631,34,0,0,1148.56
35266,397,9,0,0,1040.3200000000002
6348,344,33,0,0,903.96
8751,496,38,0,0,1154.02
29512,361,37,0,0,1380.24
15906,503,50,0,0,968.12
16165,316,29,0,0,915.3
9314,709,14,0,0,1015.28
47731,308,41,0,0,1164.62
48509,605,47,0,0,1832.18
24403,454,50,0,0,1374.06
19876,709,11,0,0,1477.52
33342,747,50,0,0,1560.8400000000001
42351,435,18,0,0,1201.02
21152,688,24,0,0,1553.04
26071,754,23,0,0,1525.42
5130,717,26,0,0,1073.6
40220,716,49,0,0,1597.4
18994,631,31,0,0,1091.88
49824,474,47,0,0,1736.48
36695,487,15,0,0,1356.9
5884,422,16,0,0,1038.68
28035,672,19,0,0,1343.7
45934,465,22,0,0,1738.68
38082,752,50,0,0,1770.6399999999999
8140,360,45,0,0,999.8
14322,733,32,0,0,974.44
21195,454,31,0,0,1117.9
28425,767,26,0,0,1812.5
21481,446,24,0,0,1352.62
42296,376,46,0,0,1362.92
38660,507,14,0,0,1190.2
14613,343,15,0,0,870.26
38898,498,18,0,0,1566.96
33110,310,41,0,0,1191.2
28060,316,36,0,0,1041.2
8407,536,5,0,0,829.14
10987,380,13,0,0,790.74
45582,626,28,0,0,1858.6399999999999
8849,702,19,0,0,912.98
9963,620,34,0,0,910.26
38654,591,7,0,0,1440.08
16103,622,17,0,0,1267.06
31020,547,26,0,0,1412.4
44393,735,15,0,0,1933.8600000000001
20442,544,22,0,0,1137.8400000000001
13243,356,28,0,0,549.86
46254,570,5,0,0,1647.08
46034,622,12,0,0,1873.68
26657,692,46,0,0,1672.1399999999999
6674,520,36,0,0,910.48
44689,632,29,0,0,1783.78
38446,584,30,0,0,1309.92
19886,486,32,0,0,1135.72
12516,684,48,0,0,1032.32
11926,760,39,0,0,993.52
41196,475,13,0,0,1550.92
27249,419,49,0,0,997.98
27023,520,7,0,0,1006.46
29455,594,9,0,0,1169.1
24936,644,26,0,0,1129.72
15605,308,43,0,0,690.1
38471,708,41,0,0,1704.42
29478,731,46,0,0,1589.56
12347,536,38,0,0,1043.94
32452,326,17,0,0,1369.04
11608,335,35,0,0,935.16
10792,679,8,0,0,1167.8400000000001
48368,644,6,0,0,1757.3600000000001
18351,446,47,0,0,816.02
30650,618,41,0,0,1208.0
33931,629,34,0,0,1257.62
9910,556,36,0,0,1145.2
13601,340,47,0,0,920.02
23662,521,7,0,0,1083.24
13604,424,37,0,0,1160.08
48187,368,6,0,0,1427.74
42765,679,37,0,0,1495.3000000000002
41158,345,13,0,0,1326.1599999999999
26820,602,12,0,0,1533.4
38677,439,28,0,0,1389.54
41240,318,47,0,0,1052.8000000000002
7160,397,30,0,0,753.2
38101,620,31,0,0,1332.02
20434,454,17,0,0,826.6800000000001
19467,551,47,0,0,974.34
45504,566,18,0,0,1452.08
28598,349,50,0,0,1277.96
37110,791,28,0,0,1839.2
38914,689,16,0,0,1590.28
46514,728,8,0,0,1799.28
48716,746,8,0,0,1978.3200000000002
6862,401,20,0,0,479.24
45579,655,44,0,0,1481.58
15513,352,38,0,0,896.26
7688,687,28,0,0,740.76
34705,411,7,0,0,1237.1
35711,417,39,0,0,1139.22
32079,787,19,0,0,1332.58
7377,416,16,0,0,669.54
38484,528,32,0,0,1323.68
33145,366,40,0,0,1460.9
36863,435,18,0,0,1264.26
14090,399,13,0,0,1019.8
13115,441,21,0,0,704.3
23972,504,47,0,0,1462.44
46902,478,25,0,0,1468.04
23110,441,38,0,0,1396.2
16537,731,13,0,0,1161.74
5359,392,36,0,0,811.1800000000001
28388,554,18,0,0,1449.76
32821,409,34,0,0,1537.42
11216,656,17,0,0,1090.32
46254,764,27,0,0,1767.08
8974,562,19,0,0,769.48
30719,428,33,0,0,1086.38
13632,405,8,0,0,1036.6399999999999
27996,500,44,0,0,1460.92
30906,353,43,0,0,1393.12
24504,485,27,0,0,973.0799999999999
48872,376,47,0,0,1752.44
22525,798,18,0,0,1675.5
18995,621,31,0,0,1485.9
29018,736,50,0,0,1477.3600000000001
21567,747,29,0,0,1508.3400000000001
34841,475,15,0,0,1200.8200000000002
24757,526,48,0,0,1258.1399999999999
19811,440,27,0,0,1021.22
28775,464,32,0,0,981.5
14068,528,22,0,0,1073.3600000000001
44398,697,43,0,0,2072.96
32377,386,11,0,0,1211.54
20590,326,50,0,0,1195.8
42979,359,8,0,0,1600.58
7450,318,26,0,0,411.0
43425,691,47,0,0,1744.5
5401,674,6,0,0,1262.02
39699,755,43,0,0,1534.98
45367,349,37,0,0,1284.3400000000001
23087,509,36,0,0,1365.74
30500,611,50,0,0,1167.0
20472,405,34,0,0,926.44
15077,692,13,0,0,1338.54
36084,424,34,0,0,1365.68
34635,725,25,0,0,1648.7
46632,713,36,0,0,1916.6399999999999
29433,484,27,0,0,1274.6599999999999
23154,557,14,0,0,1388.08
11334,333,25,0,0,827.6800000000001
48693,474,28,0,0,1498.8600000000001
47144,653,5,0,0,2070.88
40885,714,23,0,0,1867.7
42031,778,50,0,0,1977.62
37863,547,43,0,0,1546.26
42511,525,39,0,0,1743.22
44760,506,45,0,0,1713.2
14086,728,19,0,0,1350.72
21515,749,20,0,0,1599.3
32835,620,9,0,0,1397.7
17722,513,23,0,0,1121.44
32275,485,7,0,0,1071.5
39917,490,8,0,0,1268.3400000000001
6450,711,41,0,0,830.0
10037,633,18,0,0,980.74
6115,564,6,0,0,731.3
44717,342,23,0,0,1485.3400000000001
47857,795,19,0,0,1721.1399999999999
11054,769,25,0,0,1425.08
37319,605,23,0,0,1267.38
48495,420,36,0,0,1711.9
40594,637,39,0,0,1401.88
42398,379,36,0,0,1639.96
10088,621,49,0,0,998.76
45638,640,28,0,0,1797.76
47150,449,28,0,0,1586.0
47006,368,23,0,0,1797.12
43408,338,42,0,0,1151.1599999999999
36606,624,13,0,0,1614.12
6047,774,19,0,0,1063.94
13989,795,49,0,0,1297.78
29287,313,6,0,0,976.74
44750,690,43,0,0,2053.0
7143,434,37,0,0,611.86
23378,711,14,0,0,1390.56
48958,765,34,0,0,1768.1599999999999
13012,497,44,0,0,902.24
19295,627,43,0,0,1479.9
35105,302,37,0,0,1286.1
8976,635,36,0,0,750.52
37445,724,40,0,0,1492.9
19686,495,35,0,0,955.72
28053,753,43,0,0,1593.06
43713,307,10,0,0,1460.26
49530,707,12,0,0,2013.6
38276,438,18,0,0,1488.52
48653,316,34,0,0,1719.06
39144,629,32,0,0,1735.88
18384,526,33,0,0,1223.68
16237,478,39,0,0,739.74
10007,604,44,0,0,989.14
30045,762,5,0,0,1270.9
35900,361,15,0,0,1539.0
23252,333,28,0,0,706.04
29585,677,38,0,0,1478.7
49758,424,14,0,0,1696.1599999999999
22039,588,13,0,0,980.78
40604,335,47,0,0,1324.08
17122,682,11,0,0,1390.44
39079,685,39,0,0,1416.58
25353,412,6,0,0,921.06
33450,540,20,0,0,1325.0
36151,546,16,0,0,1615.02
49496,728,38,0,0,1818.92
5691,446,46,0,0,904.82
13739,638,9,0,0,837.78
40821,600,50,0,0,1499.42
33788,557,42,0,0,1240.76
17292,518,5,0,0,803.84
7808,318,35,0,0,924.16
46447,618,19,0,0,1741.94
19030,477,43,0,0,1292.6
15017,697,15,0,0,1249.3400000000001
38198,457,47,0,0,1545.96
9087,575,40,0,0,1194.74
49937,342,41,0,0,1819.74
35255,394,20,0,0,1382.1
21226,387,39,0,0,750.52
45924,462,32,0,0,1808.48
30064,775,20,0,0,1610.28
16945,473,30,0,0,1058.9
13208,427,27,0,0,1020.1600000000001
39978,322,23,0,0,1328.56
22735,378,16,0,0,1223.7
25699,763,35,0,0,1749.98
23427,381,17,0,0,899.54
39950,780,6,0,0,1826.0
49099,321,9,0,0,1326.98
5451,391,22,0,0,994.02
15303,413,11,0,0,1215.06
13537,381,36,0,0,951.74
